id,question,model_answer,student_answer,grade,source
86,"briefly, how does selection sort work?","it selects the minimum from an array and places it on the first position, then it selects the minimum from the rest of the array and places it on the second position, and so forth.","Sorting by going through a certain list. Unsorted lists, selecting the largest items, placing them in sorted arrays. Two unsorted and two unsorted arrays. Complete these steps until the list is sorted.",0.9,train_csv
86,"briefly, how does selection sort work?","it selects the minimum from an array and places it on the first position, then it selects the minimum from the rest of the array and places it on the second position, and so forth.","The selected sort scrolls through the data structure to look for the lowest or highest unsorted piece of data, moves it to the holding spot, increments it one, and starts the process over.",1.0,train_csv
86,"briefly, how does selection sort work?","it selects the minimum from an array and places it on the first position, then it selects the minimum from the rest of the array and places it on the second position, and so forth.","The selection sort is a sort algorithm that divides the list in half and has two lists, then compares the first element in both lists and puts it in another list, having smaller elements before the bigger ones.",0.4,train_csv
86,"briefly, how does selection sort work?","it selects the minimum from an array and places it on the first position, then it selects the minimum from the rest of the array and places it on the second position, and so forth.",Sorting by selection works by pulling all the values off the side and leaving one on the list. Then it inserts the value into the list. The bigger values go to the right and the smaller values go to the left.,0.5,train_csv
86,"briefly, how does selection sort work?","it selects the minimum from an array and places it on the first position, then it selects the minimum from the rest of the array and places it on the second position, and so forth.",The selected sort searches for the smallest element of the remaining data organization and places it at the largest point of the new data organization.,0.9,train_csv
86,"briefly, how does selection sort work?","it selects the minimum from an array and places it on the first position, then it selects the minimum from the rest of the array and places it on the second position, and so forth.","It will select the first object and compare it with the next one to find the smaller one, coming back the other way and seeing if the previous one was greater (if it switches it will do two). As it decreases, it will do this: it will come back with the other way and see if the previous one was greater.",0.5,train_csv
86,"briefly, how does selection sort work?","it selects the minimum from an array and places it on the first position, then it selects the minimum from the rest of the array and places it on the second position, and so forth.",It then searches the entire data set for the best elements going into the current position and moves up the position and the remainder of the set for the best elements in the new position.,0.8,train_csv
86,"briefly, how does selection sort work?","it selects the minimum from an array and places it on the first position, then it selects the minimum from the rest of the array and places it on the second position, and so forth.","If it is greater, select the element, compare it to the second element and swap it.",0.6,train_csv
86,"briefly, how does selection sort work?","it selects the minimum from an array and places it on the first position, then it selects the minimum from the rest of the array and places it on the second position, and so forth.","The select sort scrolls through the data structure to look for the lowest or highest sorting piece of data (LRb), move it to the holding spot, increment that spot one by one, and the process starts over.",1.0,train_csv
86,"briefly, how does selection sort work?","it selects the minimum from an array and places it on the first position, then it selects the minimum from the rest of the array and places it on the second position, and so forth.","The sort of selection is to pick and put data members into new arrays, then pick another data member and put them in order with them, then pick and insert them in the correct place in the array, etc.",0.6,train_csv
86,"briefly, how does selection sort work?","it selects the minimum from an array and places it on the first position, then it selects the minimum from the rest of the array and places it on the second position, and so forth.","Pick a number and set all values to the left (less than that number), but all numbers to the right are larger.",0.6,train_csv
86,"briefly, how does selection sort work?","it selects the minimum from an array and places it on the first position, then it selects the minimum from the rest of the array and places it on the second position, and so forth.",The selection sort selects the smallest of the listed elements instead of the second smallest and sorts them accordingly.,1.0,train_csv
86,"briefly, how does selection sort work?","it selects the minimum from an array and places it on the first position, then it selects the minimum from the rest of the array and places it on the second position, and so forth.",Select the smallest element and place it to the left. Select the smallest element and sort it with respect to items already on the left. Continue with this till the end of the collection of the items.,1.0,train_csv
86,"briefly, how does selection sort work?","it selects the minimum from an array and places it on the first position, then it selects the minimum from the rest of the array and places it on the second position, and so forth.","A select sort traverses an array that is unsorted to look for the smallest value and when it is found, puts it to the beginning of the array. A number of these performs have outputted an array that is unsorted.",1.0,train_csv
86,"briefly, how does selection sort work?","it selects the minimum from an array and places it on the first position, then it selects the minimum from the rest of the array and places it on the second position, and so forth.",It starts with the first element and replaces it with the smallest element found to the right. Then it repeats the next element on the list.,0.9,train_csv
86,"briefly, how does selection sort work?","it selects the minimum from an array and places it on the first position, then it selects the minimum from the rest of the array and places it on the second position, and so forth.","The selection sort searches the array for the lowest value, swaps the first one there, then the next lowest value and the second one etc.",1.0,train_csv
86,"briefly, how does selection sort work?","it selects the minimum from an array and places it on the first position, then it selects the minimum from the rest of the array and places it on the second position, and so forth.",The selection sort finds the lowest element in the data set and places it behind a pivot point.,0.9,train_csv
86,"briefly, how does selection sort work?","it selects the minimum from an array and places it on the first position, then it selects the minimum from the rest of the array and places it on the second position, and so forth.",Sorting by selection works by finding the smallest element then comparing it to the largest element and sorting by size.,0.4,train_csv
86,"briefly, how does selection sort work?","it selects the minimum from an array and places it on the first position, then it selects the minimum from the rest of the array and places it on the second position, and so forth.","It goes to the middle of the list, checks to see if it is greater or less than given value, and moves accordingly through the list to add value to the proper place.",0.4,train_csv
86,"briefly, how does selection sort work?","it selects the minimum from an array and places it on the first position, then it selects the minimum from the rest of the array and places it on the second position, and so forth.","It scans the list, selects the smallest of the largest elements, places them front, increments the cursor one by one, again scans the list for the next smallest of the elements, and places them in respect of the other sort.",1.0,train_csv
86,"briefly, how does selection sort work?","it selects the minimum from an array and places it on the first position, then it selects the minimum from the rest of the array and places it on the second position, and so forth.","It scans the list, selects the smallest element, places it on the front, increments the deletes on one, again scans the list for the next smallest element, and places it on the other sort.",1.0,train_csv
86,"briefly, how does selection sort work?","it selects the minimum from an array and places it on the first position, then it selects the minimum from the rest of the array and places it on the second position, and so forth.","Through, the selection sorting algorithm searches the array for the right element at a time and replaces the current value with the current one.",0.8,train_csv
86,"briefly, how does selection sort work?","it selects the minimum from an array and places it on the first position, then it selects the minimum from the rest of the array and places it on the second position, and so forth.","The selection sort is a sort algorithm that divides the list in half and has two lists. Then it compares the first element in both lists and puts it in another list, by having a smaller element before a bigger one.",0.4,train_csv
86,"briefly, how does selection sort work?","it selects the minimum from an array and places it on the first position, then it selects the minimum from the rest of the array and places it on the second position, and so forth.","Sorting the selected items works by going through a certain unsorted list, selecting the largest item in the list and placing it in a sorted array. There are two unsorted arrays and until the list is sorted, this step is completed.",0.9,train_csv
86,"briefly, how does selection sort work?","it selects the minimum from an array and places it on the first position, then it selects the minimum from the rest of the array and places it on the second position, and so forth.",It runs through a list and finds the smallest or largest value and puts it in the appropriate position.,0.9,train_csv
86,"briefly, how does selection sort work?","it selects the minimum from an array and places it on the first position, then it selects the minimum from the rest of the array and places it on the second position, and so forth.",Compare the largest element to the front and if necessary swap data according to values.,0.8,train_csv
86,"briefly, how does selection sort work?","it selects the minimum from an array and places it on the first position, then it selects the minimum from the rest of the array and places it on the second position, and so forth.",It took the largest item in an unsorted array and swapped it for the last one in the array.,0.9,train_csv
86,"briefly, how does selection sort work?","it selects the minimum from an array and places it on the first position, then it selects the minimum from the rest of the array and places it on the second position, and so forth.",The selection sort searches the array for one element at a time for the right value and replaces the current value with the current value.,0.8,train_csv
86,"briefly, how does selection sort work?","it selects the minimum from an array and places it on the first position, then it selects the minimum from the rest of the array and places it on the second position, and so forth.",Select an element and compare it and if it's greater swap it.,0.6,train_csv
86,"briefly, how does selection sort work?","it selects the minimum from an array and places it on the first position, then it selects the minimum from the rest of the array and places it on the second position, and so forth.","You idle through the list of elements you assume to be integers, find the smallest, put it into a separate list of sorts, traverse again, find the next smallest, move it to a sort section, repeat until you run out of elements to sort.",1.0,train_csv
86,"briefly, how does selection sort work?","it selects the minimum from an array and places it on the first position, then it selects the minimum from the rest of the array and places it on the second position, and so forth.",you select the smallest element and place it on the left.  you select the smallest element and sort it with respect the the item already on the left.  you continue this till the end of the collection of items.,1.0,analysis_mh
86,"briefly, how does selection sort work?","it selects the minimum from an array and places it on the first position, then it selects the minimum from the rest of the array and places it on the second position, and so forth.","selection sorts works by going through a certain list. goes through the unsorted list and selecting the largest item in the list and placing it in a sorted array. there are two arrays, unsorted and sorted. complete these steps until the list is sorted.",0.9,analysis_mh
86,"briefly, how does selection sort work?","it selects the minimum from an array and places it on the first position, then it selects the minimum from the rest of the array and places it on the second position, and so forth.","select an element compare it with 2nd element if it is greater, swap it",0.6,analysis_mh
86,"briefly, how does selection sort work?","it selects the minimum from an array and places it on the first position, then it selects the minimum from the rest of the array and places it on the second position, and so forth.","selection sort is when you pick a data member and put it in a new array, then you pick another data member and put it in order with the new array, then pick another and insert it in the correct place in the new array, etc etc",0.6,analysis_mh
86,"briefly, how does selection sort work?","it selects the minimum from an array and places it on the first position, then it selects the minimum from the rest of the array and places it on the second position, and so forth.","a selection sort scrolls through the data structure looking for the lowest (or highest) unsorted piece of data, moves it to the held spot, increments that spot by one, and starts the process over.",1.0,analysis_mh
86,"briefly, how does selection sort work?","it selects the minimum from an array and places it on the first position, then it selects the minimum from the rest of the array and places it on the second position, and so forth.","pick a number, and set all values less than that number to the left, while all numbers on the right of that number is larger.",0.6,analysis_mh
86,"briefly, how does selection sort work?","it selects the minimum from an array and places it on the first position, then it selects the minimum from the rest of the array and places it on the second position, and so forth.",selection sort searches for the smallest element of the remaining data organization and places it at the largest point of the new data organization,0.9,analysis_mh
86,"briefly, how does selection sort work?","it selects the minimum from an array and places it on the first position, then it selects the minimum from the rest of the array and places it on the second position, and so forth.",it takes the largest item in the unsorted array and swaps it with last item in the unsorted array.,0.9,analysis_mh
86,"briefly, how does selection sort work?","it selects the minimum from an array and places it on the first position, then it selects the minimum from the rest of the array and places it on the second position, and so forth.","selection sort is usually a recursive sorting method where you divide the elements to be sorted in half repeatedly. you then sort the smallest case, then work your way up, sorting each until they are all sorted.",0.5,analysis_mh
86,"briefly, how does selection sort work?","it selects the minimum from an array and places it on the first position, then it selects the minimum from the rest of the array and places it on the second position, and so forth.","selection sort traverses an unsorted array looking for the smallest value, when it's found it is put at the beginning of the unsorted array.  performed several times, this will output a sorted array.",1.0,analysis_mh
86,"briefly, how does selection sort work?","it selects the minimum from an array and places it on the first position, then it selects the minimum from the rest of the array and places it on the second position, and so forth.","it selects the smallest element in a list and switches it with the element in its correct position, then it selects the next smallest and does the same...",0.9,analysis_mh
86,"briefly, how does selection sort work?","it selects the minimum from an array and places it on the first position, then it selects the minimum from the rest of the array and places it on the second position, and so forth.",selection sort selects the smallest element out of the list then the second smallest ....and sorts them acordingly.,1.0,analysis_mh
86,"briefly, how does selection sort work?","it selects the minimum from an array and places it on the first position, then it selects the minimum from the rest of the array and places it on the second position, and so forth.",it starts at the first element and replaces it with the smallest element found to the right. it then repeats with the next element in the list.,0.9,analysis_mh
86,"briefly, how does selection sort work?","it selects the minimum from an array and places it on the first position, then it selects the minimum from the rest of the array and places it on the second position, and so forth.","it searches through the entire data set for the best element to go in the current position, then it moves up a position and searches through the remainder of the set for the best element for the new position.",0.8,analysis_mh
86,"briefly, how does selection sort work?","it selects the minimum from an array and places it on the first position, then it selects the minimum from the rest of the array and places it on the second position, and so forth.","selection sort is a sorting algorithm that divides a list in half and has two lists. it then compares the first elements in both these lists and puts these elements in another list, having the smaller element before the bigger one.",0.4,analysis_mh
86,"briefly, how does selection sort work?","it selects the minimum from an array and places it on the first position, then it selects the minimum from the rest of the array and places it on the second position, and so forth.","it scans the list and selects the smallest(largest) element and places it in the front, increment the curptr by one, scan the list again for the next smallest(largest) element and place it in with respect with the other sorted elements.",1.0,analysis_mh
86,"briefly, how does selection sort work?","it selects the minimum from an array and places it on the first position, then it selects the minimum from the rest of the array and places it on the second position, and so forth.","selection sort searches the array for the lowest value and swaps it with the first value in the array. then searches for the next lowest value and swaps it with the second item in the array, and so on.",1.0,analysis_mh
86,"briefly, how does selection sort work?","it selects the minimum from an array and places it on the first position, then it selects the minimum from the rest of the array and places it on the second position, and so forth.","selection sort sorts an array one element at at time. it first finds the element with the smallest key and puts it into the first location within its array or list, then finds the next smallest and puts it in the second location, and so on.",1.0,analysis_mh
86,"briefly, how does selection sort work?","it selects the minimum from an array and places it on the first position, then it selects the minimum from the rest of the array and places it on the second position, and so forth.","by selecting the first object and comparing it with the next objects to find one that is smaller, if it does it switches the two.  then it comes back the other way and sees if the objects previous to the last one is greater, if it does it switches them.  it does this while decreasing the range it looks at until it finishes in the middle.",0.5,analysis_mh
86,"briefly, how does selection sort work?","it selects the minimum from an array and places it on the first position, then it selects the minimum from the rest of the array and places it on the second position, and so forth.","selection sort iterates through the array one element at a time, seeking the least value from the right and replacing the current value with it.",0.9,analysis_mh
86,"briefly, how does selection sort work?","it selects the minimum from an array and places it on the first position, then it selects the minimum from the rest of the array and places it on the second position, and so forth.",it runs through the list and finds the smallest (or largest) value and puts it at the appropriate position,0.9,analysis_mh
86,"briefly, how does selection sort work?","it selects the minimum from an array and places it on the first position, then it selects the minimum from the rest of the array and places it on the second position, and so forth.","select an element compare it with and element if it is greater, swap it",0.6,analysis_mh
86,"briefly, how does selection sort work?","it selects the minimum from an array and places it on the first position, then it selects the minimum from the rest of the array and places it on the second position, and so forth.","by selecting the first object and comparing it with the next objects to find one that is smaller, if it does it switches the two. then it comes back the other way and sees if the objects previous to the last one is greater, if it does it switches them. it does this while decreasing the range it looks at until it finishes in the middle.",0.5,analysis_mh
86,"briefly, how does selection sort work?","it selects the minimum from an array and places it on the first position, then it selects the minimum from the rest of the array and places it on the second position, and so forth.","selection sort works by pulling all of the values off to the side, leaving one value in the list.   it will then insert a value into the list. if the value is bigger it will go to the right, if smaller if will go to the left.",0.5,analysis_mh
86,"briefly, how does selection sort work?","it selects the minimum from an array and places it on the first position, then it selects the minimum from the rest of the array and places it on the second position, and so forth.",selection sort finds the lowest element in the data set and places it behind the pivot point.,0.9,analysis_mh
86,"briefly, how does selection sort work?","it selects the minimum from an array and places it on the first position, then it selects the minimum from the rest of the array and places it on the second position, and so forth.",selection sort works by finding the smallest element and then compares it with the largest and sorts the elements.,0.4,analysis_mh
86,"briefly, how does selection sort work?","it selects the minimum from an array and places it on the first position, then it selects the minimum from the rest of the array and places it on the second position, and so forth.",selection sort iterates through the array one element a time searching for the right and replacing current value with it.,0.8,analysis_mh
86,"briefly, how does selection sort work?","it selects the minimum from an array and places it on the first position, then it selects the minimum from the rest of the array and places it on the second position, and so forth.","selection sort traverses an unsorted array looking for the smallest value, when it is found it is put at the beginning of the unsorted array.   performed several times, this will output a sorted array.",1.0,analysis_mh
86,"briefly, how does selection sort work?","it selects the minimum from an array and places it on the first position, then it selects the minimum from the rest of the array and places it on the second position, and so forth.","selection sorts works by going through a certain list.   goes through the unsorted list and selecting the largest item in the list and placing it in a sorted array.   there are two arrays, unsorted and sorted.   complete these steps until the list is sorted.",0.9,analysis_mh
86,"briefly, how does selection sort work?","it selects the minimum from an array and places it on the first position, then it selects the minimum from the rest of the array and places it on the second position, and so forth.","selection sort sorts an array one element at at time.   it first finds the element with the smallest key and puts it into the first location within its array or list, then finds the next smallest and puts it in the second location, and so on.",1.0,analysis_mh
86,"briefly, how does selection sort work?","it selects the minimum from an array and places it on the first position, then it selects the minimum from the rest of the array and places it on the second position, and so forth.","it selects the smallest element in a list and switches it with the element in its correct position, then it selects the next smallest and does the same ...",0.9,analysis_mh
86,"briefly, how does selection sort work?","it selects the minimum from an array and places it on the first position, then it selects the minimum from the rest of the array and places it on the second position, and so forth.","iterate through the list -lrb- assume list of integers -rrb-  , find the smallest one, and put it in a separate ""sorted"" list ... then traverse again and find the next smallest, and move it to the sorted section ... and repeat until you run out of elements to sort.",1.0,analysis_mh
86,"briefly, how does selection sort work?","it selects the minimum from an array and places it on the first position, then it selects the minimum from the rest of the array and places it on the second position, and so forth.",it starts at the first element and replaces it with the smallest element found to the right.   it then repeats with the next element in the list.,0.9,analysis_mh
86,"briefly, how does selection sort work?","it selects the minimum from an array and places it on the first position, then it selects the minimum from the rest of the array and places it on the second position, and so forth.","selection sort is a sorting algorithm that divides a list in half and has two lists.   it then compares the first elements in both these lists and puts these elements in another list, having the smaller element before the bigger one.",0.4,analysis_mh
86,"briefly, how does selection sort work?","it selects the minimum from an array and places it on the first position, then it selects the minimum from the rest of the array and places it on the second position, and so forth.","goes to the middle of the list, checks to see if it is greater or less then the value given and moves through the list accordingly to add the value into the proper place.",0.4,analysis_mh
86,"briefly, how does selection sort work?","it selects the minimum from an array and places it on the first position, then it selects the minimum from the rest of the array and places it on the second position, and so forth.",you select the smallest element and place it on the left.   you select the smallest element and sort it with respect the the item already on the left.   you continue this till the end of the collection of items.,1.0,analysis_mh
86,"briefly, how does selection sort work?","it selects the minimum from an array and places it on the first position, then it selects the minimum from the rest of the array and places it on the second position, and so forth.",selection sort selects the smallest element out of the list then the second smallest ... and sorts them accordingly.,1.0,analysis_mh
86,"briefly, how does selection sort work?","it selects the minimum from an array and places it on the first position, then it selects the minimum from the rest of the array and places it on the second position, and so forth.","selection sort is usually a recursive sorting method where you divide the elements to be sorted in half repeatedly.   you then sort the smallest case, then work your way up, sorting each until they are all sorted.",0.5,analysis_mh
87,"define the mathematical model of a neuron, use the appropriate technical terms!","mathematical model of a neuron consists of a set of synapses or connecting links where each link is characterized by a weight, an adder function (linear combiner), which computes the weighted sum (local field) of the inputs plus some bias and an activation function (squashing function) for limiting the amplitude of a neuronâ€™s output.","a neuron consist of set of inputs that takes data from environment. each neuron contains synapses(connection links) that are characterized by weights. all inputs are connected to the summing (adder) function, that computes weighted sum of all input values. this weighted sum is called local field of neuron. the value of this local field (a) is limited(squared) by an activation function $\theta(a)$. the result from this squaring function is output of a neuron ($a =  \theta(a)$). additionally, a bias term $(a)$ is added to the input, and its value is always 0, but its associated weight is being changed over training period. finally, output of neuron is $a =  \theta(a)$, where $a =  \sum we * of + a$",1.0,asag
87,"define the mathematical model of a neuron, use the appropriate technical terms!","mathematical model of a neuron consists of a set of synapses or connecting links where each link is characterized by a weight, an adder function (linear combiner), which computes the weighted sum (local field) of the inputs plus some bias and an activation function (squashing function) for limiting the amplitude of a neuronâ€™s output.","$of =  \sum{a=1}^{a} a{of} of + by$,  $yak =  \phi(of)$,  $a{of}$ is the synaptic weight connecting neuron a and input data a,  $of$ is input data,  $by$ is bias,  $of$ is induced local field,  $yak$ is output of neuron.",1.0,asag
87,"define the mathematical model of a neuron, use the appropriate technical terms!","mathematical model of a neuron consists of a set of synapses or connecting links where each link is characterized by a weight, an adder function (linear combiner), which computes the weighted sum (local field) of the inputs plus some bias and an activation function (squashing function) for limiting the amplitude of a neuronâ€™s output.","the mathematical model of neuron has three parts:  - a set of synapses or connecting links characterized by weight ,a .  - an adder function that calculates the weighted sum of inputs plus some bias - an activation function (squashing function) to minimize the amplitude",1.0,asag
87,"define the mathematical model of a neuron, use the appropriate technical terms!","mathematical model of a neuron consists of a set of synapses or connecting links where each link is characterized by a weight, an adder function (linear combiner), which computes the weighted sum (local field) of the inputs plus some bias and an activation function (squashing function) for limiting the amplitude of a neuronâ€™s output.",a mathematical model of neuron consists of 3 important parts. a neuron is the smallest computational node with: 1) input vectors : set of vectors of a certain dimension to train the model 2) weights (and biases): each of the input vectors are weighted using weight vectors in accordance with the output that is required. bias is added when necessary. 3) activation function : the linear combination of weights and inputs are passed through the activation function which produces an output.,1.0,asag
87,"define the mathematical model of a neuron, use the appropriate technical terms!","mathematical model of a neuron consists of a set of synapses or connecting links where each link is characterized by a weight, an adder function (linear combiner), which computes the weighted sum (local field) of the inputs plus some bias and an activation function (squashing function) for limiting the amplitude of a neuronâ€™s output.","mathematical model of a neuron is given as : a =  $\phi(a)$  , where activation function is applied to local field(a) a =  $\summation (a{i}a{i}  + a)$  . local field is weighted(a) sum of inputs(a) plus bias(a)",1.0,asag
87,"define the mathematical model of a neuron, use the appropriate technical terms!","mathematical model of a neuron consists of a set of synapses or connecting links where each link is characterized by a weight, an adder function (linear combiner), which computes the weighted sum (local field) of the inputs plus some bias and an activation function (squashing function) for limiting the amplitude of a neuronâ€™s output.","a neuron consist of input connection links with a synaptic weight, a bias, an adder which adds the input signals and the bias and produces the local field. the local field is processed by the activation function and produces the output of the neuron.",1.0,asag
87,"define the mathematical model of a neuron, use the appropriate technical terms!","mathematical model of a neuron consists of a set of synapses or connecting links where each link is characterized by a weight, an adder function (linear combiner), which computes the weighted sum (local field) of the inputs plus some bias and an activation function (squashing function) for limiting the amplitude of a neuronâ€™s output.",a neuron consists of one or multiple inputs which are gathered by a summation function. the hereby induced local field of the neuron is processed by a squashing function and generates the output of the neuron.,0.5,asag
87,"define the mathematical model of a neuron, use the appropriate technical terms!","mathematical model of a neuron consists of a set of synapses or connecting links where each link is characterized by a weight, an adder function (linear combiner), which computes the weighted sum (local field) of the inputs plus some bias and an activation function (squashing function) for limiting the amplitude of a neuronâ€™s output.","$a =  \sum of(we + a)$, where a are the weights, which change the input according to the learned weights, a is the input from the environment, a is the bias, which shifts the learned decision plane, and of() is the activation function, which limits the output to a desired region of values.",1.0,asag
87,"define the mathematical model of a neuron, use the appropriate technical terms!","mathematical model of a neuron consists of a set of synapses or connecting links where each link is characterized by a weight, an adder function (linear combiner), which computes the weighted sum (local field) of the inputs plus some bias and an activation function (squashing function) for limiting the amplitude of a neuronâ€™s output.",a neuron is the simplest processing unit of a neural network which has: 1. synaptic weights to store the knowledge gained. 2. adder function (linear combiner) which adds the weighted values of the input signals to produce the local field. 3. an activation function which squashes the local field to a range of values.  $  \phi(\sum{i=0}^{a} i \dot i)  $,1.0,asag
87,"define the mathematical model of a neuron, use the appropriate technical terms!","mathematical model of a neuron consists of a set of synapses or connecting links where each link is characterized by a weight, an adder function (linear combiner), which computes the weighted sum (local field) of the inputs plus some bias and an activation function (squashing function) for limiting the amplitude of a neuronâ€™s output.","a neuron has three components * synaptic weight: a * adder function: it multiplies input a with the weight * activation function: it squashes the output of the adder function. sigmoid, hyperbolic tangent, rectified linear unit etc.",1.0,asag
87,"define the mathematical model of a neuron, use the appropriate technical terms!","mathematical model of a neuron consists of a set of synapses or connecting links where each link is characterized by a weight, an adder function (linear combiner), which computes the weighted sum (local field) of the inputs plus some bias and an activation function (squashing function) for limiting the amplitude of a neuronâ€™s output.","a neuron is a simple processing unit of an ann, that is made up of - the synaptic links which are defines by a weights $(we,...,in)$  - a adder function that combines the weighted input $(i*i)$ plus some bias $(a)$ to the local field $(\sum{i*i})  +a=a$  - a activation function phi that squashes the local field to the output $(phi(a)=a)$",1.0,asag
87,"define the mathematical model of a neuron, use the appropriate technical terms!","mathematical model of a neuron consists of a set of synapses or connecting links where each link is characterized by a weight, an adder function (linear combiner), which computes the weighted sum (local field) of the inputs plus some bias and an activation function (squashing function) for limiting the amplitude of a neuronâ€™s output.",the model of a neuron consists of synaptic weights which are applied to the input signals. the weighted inputs are then summed which gives the local field. this local field is put into an activation function whose output will be the output of the neuron.,1.0,asag
87,"define the mathematical model of a neuron, use the appropriate technical terms!","mathematical model of a neuron consists of a set of synapses or connecting links where each link is characterized by a weight, an adder function (linear combiner), which computes the weighted sum (local field) of the inputs plus some bias and an activation function (squashing function) for limiting the amplitude of a neuronâ€™s output.","a neuron consists of input nodes of to in and weights we to in, a linear combiner a= sum(  $ i * i $)  + a, where a is some bias. the result a is called local field and is used as input for an activation function $ phi(a)  $",1.0,asag
87,"define the mathematical model of a neuron, use the appropriate technical terms!","mathematical model of a neuron consists of a set of synapses or connecting links where each link is characterized by a weight, an adder function (linear combiner), which computes the weighted sum (local field) of the inputs plus some bias and an activation function (squashing function) for limiting the amplitude of a neuronâ€™s output.","the following equations describe a nonlinear model of a neuron, labeled a. 1)us = sum from a=1 to my{of} a{a} 2)yak = phi(a{a}  + a{a}) where a{a} are the input signals; a{of} are the weights of the neurons; a{a} is the linear combiner output due to the input signals; a{a} is the bias; phi() is the activation function; and yak is the output signal of the neuron.",1.0,asag
87,"define the mathematical model of a neuron, use the appropriate technical terms!","mathematical model of a neuron consists of a set of synapses or connecting links where each link is characterized by a weight, an adder function (linear combiner), which computes the weighted sum (local field) of the inputs plus some bias and an activation function (squashing function) for limiting the amplitude of a neuronâ€™s output.",input vector $a$ weight matrix $a$ net input $net=\sum a^to$ net output $of=\phi(net)$,0.5,asag
87,"define the mathematical model of a neuron, use the appropriate technical terms!","mathematical model of a neuron consists of a set of synapses or connecting links where each link is characterized by a weight, an adder function (linear combiner), which computes the weighted sum (local field) of the inputs plus some bias and an activation function (squashing function) for limiting the amplitude of a neuronâ€™s output.","a neuron consists of a synapse connecting link, an adder function or linear combiner and an activation function.  $$a =  \sigma i \dot a{i}  + a$$, where $i$ is the input,  $i$ is the weight and $a$ is bias.",0.5,asag
87,"define the mathematical model of a neuron, use the appropriate technical terms!","mathematical model of a neuron consists of a set of synapses or connecting links where each link is characterized by a weight, an adder function (linear combiner), which computes the weighted sum (local field) of the inputs plus some bias and an activation function (squashing function) for limiting the amplitude of a neuronâ€™s output.",a neuron consists of a set of inputs and a bias which these inputs and predefined bias will be multiplied by a weight and then we have sum the results of all the inputs and bias multiplied by the weights which called induced field and after that we send this to an activation function which can be a linear or non-linear function and the output of this function is the final output of our neuron.,1.0,asag
87,"define the mathematical model of a neuron, use the appropriate technical terms!","mathematical model of a neuron consists of a set of synapses or connecting links where each link is characterized by a weight, an adder function (linear combiner), which computes the weighted sum (local field) of the inputs plus some bias and an activation function (squashing function) for limiting the amplitude of a neuronâ€™s output.",a neuron is a basic information processing unit that have a adder function to compute **weighted sum of inputs plus bias** and apply activation function on the result.  $$  \phi(a)  =  \sum\limits{i=1}^a \omega(i)a(i)  + bias $$,1.0,asag
87,"define the mathematical model of a neuron, use the appropriate technical terms!","mathematical model of a neuron consists of a set of synapses or connecting links where each link is characterized by a weight, an adder function (linear combiner), which computes the weighted sum (local field) of the inputs plus some bias and an activation function (squashing function) for limiting the amplitude of a neuronâ€™s output.",the neurons are the basic processing units in neural network output of the neuron =  $  \phi (\sum a{i} a{i})$ they consist of three parts synaptic weight: the connections between the neurons. characterised by weights adder function: calculates the weighted sum of the inputs of the neuron activation function: limits the amplitude of the output of the neuron.  ($\phi$),1.0,asag
87,"define the mathematical model of a neuron, use the appropriate technical terms!","mathematical model of a neuron consists of a set of synapses or connecting links where each link is characterized by a weight, an adder function (linear combiner), which computes the weighted sum (local field) of the inputs plus some bias and an activation function (squashing function) for limiting the amplitude of a neuronâ€™s output.","a neuron is an information processing unit. it consists of: inputs associated with weights, sum of inputs and an activation function",0.5,asag
87,"define the mathematical model of a neuron, use the appropriate technical terms!","mathematical model of a neuron consists of a set of synapses or connecting links where each link is characterized by a weight, an adder function (linear combiner), which computes the weighted sum (local field) of the inputs plus some bias and an activation function (squashing function) for limiting the amplitude of a neuronâ€™s output.","$a$ number inputs,  $i$ input i,  $of$ local field,  $\var phi(of)$ activation function,  $of$ output,  $a{i}$ weight from node i to a $of =  \var phi(of)$  $of =  \sum{i=0}^{a}a{i}i$",1.0,asag
87,"define the mathematical model of a neuron, use the appropriate technical terms!","mathematical model of a neuron consists of a set of synapses or connecting links where each link is characterized by a weight, an adder function (linear combiner), which computes the weighted sum (local field) of the inputs plus some bias and an activation function (squashing function) for limiting the amplitude of a neuronâ€™s output.","a mathematical model of a neurons consists of a 1. a set of synaptic links which are classified based on weights(we, we, we...in) 2. it consists of a adder function, which performs the weighted sum of the inputs and the bias.  $\sigma{i=1....a} in.a + a$ 3. it consists of an activation function, used to minimize the amplitude of the neuron output.  $\phi(\sigma{i=1....a} in.a + a)$",1.0,asag
87,"define the mathematical model of a neuron, use the appropriate technical terms!","mathematical model of a neuron consists of a set of synapses or connecting links where each link is characterized by a weight, an adder function (linear combiner), which computes the weighted sum (local field) of the inputs plus some bias and an activation function (squashing function) for limiting the amplitude of a neuronâ€™s output.","the neuron is the basic processing unit of a neural network and is made of three main component:  - weights:  $we, we,  ...,in$  - adder function: it is the linear combination of the input and weights plus bias.  (induced local field)  $a =  \sum wiki + a$  - squashing function: it is the activation function applied to the local field used to limit the output of the neuron.  $\phi(a)$",1.0,asag
